fecha_hora,tramites_online,cpu_usage,ram_usage,storage_usage,input_bytes,output_bytes
2025-06-06 13:30,55,31.77,8.81,538.32,8493465,17238589
2025-06-06 14:00,53,43.26,9.51,570.47,21086863,16598958
2025-06-06 14:30,90,33.3,5.11,545.27,22554869,24756879
2025-06-06 15:00,56,68.71,1.73,222.9,8734638,31729909
2025-06-06 15:30,121,32.04,16.38,759.63,17500733,1048576
2025-06-06 16:00,98,41.17,1.0,392.59,23016243,1048576
2025-06-06 16:30,85,49.53,15.58,590.83,19283312,13799260
2025-06-06 17:00,19,40.92,10.42,433.17,1048576,23666360
2025-06-06 17:30,9,72.83,12.48,281.95,1048576,15109980
2025-06-06 18:00,36,58.97,10.89,799.89,9720299,26969374
2025-06-06 18:30,17,22.59,13.28,100.0,9531555,1048576
2025-06-06 19:00,13,55.45,9.67,403.43,13757317,21328035
2025-06-06 19:30,55,23.55,13.36,522.02,13631488,17091788
2025-06-06 20:00,51,46.72,3.57,730.34,24201134,23697817
2025-06-06 20:30,34,57.85,13.33,564.02,24861736,37549506
2025-06-06 21:00,36,78.05,6.47,191.3,20510146,16085155
2025-06-06 21:30,25,61.8,8.82,186.59,32002539,21422407
2025-06-06 22:00,18,33.81,7.36,843.21,10013900,34361835
2025-06-06 22:30,29,40.15,4.32,366.6,27430748,21076377
2025-06-06 23:00,51,62.63,8.06,100.0,2275409,47773122
2025-06-06 23:30,16,62.03,7.37,391.78,21894266,12761169
2025-06-07 00:00,50,36.33,1.0,333.76,23530045,1048576
2025-06-07 00:30,13,76.87,1.0,459.17,17962106,20835205
2025-06-07 01:00,32,70.43,11.6,544.19,42026926,22575841
2025-06-07 01:30,50,29.56,5.49,320.59,15948840,16955473
2025-06-07 02:00,30,54.1,1.01,512.84,22481469,14795407
2025-06-07 02:30,44,10.0,1.76,729.03,22942842,45665484
2025-06-07 03:00,6,45.94,15.43,508.11,9164554,7979663
2025-06-07 03:30,12,31.94,14.22,630.33,16871587,26434600
2025-06-07 04:00,11,15.36,4.06,507.76,26266828,10643046
2025-06-07 04:30,43,38.25,1.0,970.94,16965959,38210109
2025-06-07 05:00,22,49.6,10.32,601.31,11785994,22869442
2025-06-07 05:30,50,59.73,9.02,390.54,45885685,15718154
2025-06-07 06:00,49,72.76,15.16,687.18,25396510,13621002
2025-06-07 06:30,42,36.8,11.68,147.61,12897484,23278387
2025-06-07 07:00,9,54.04,9.96,697.81,15078522,38220595
2025-06-07 07:30,40,45.05,8.1,569.22,30691819,21107834
2025-06-07 08:00,8,62.29,7.05,913.52,3680501,32380026
2025-06-07 08:30,38,38.32,7.69,624.22,20709376,20740833
2025-06-07 09:00,117,10.0,5.35,474.32,28877783,1048576
2025-06-07 09:30,59,73.69,15.65,256.89,9101639,5284823
2025-06-07 10:00,57,25.37,17.9,100.0,37780193,43033559
2025-06-07 10:30,115,43.45,10.51,701.96,28447866,5001707
2025-06-07 11:00,50,50.29,9.82,145.94,33554432,19094568
2025-06-07 11:30,102,52.42,7.48,861.09,16588472,6228541
2025-06-07 12:00,35,11.51,5.03,154.54,48098181,14271119
2025-06-07 12:30,40,57.29,11.14,453.07,1048576,34749808
2025-06-07 13:00,14,40.95,1.0,501.78,8881438,16190013
2025-06-07 13:30,40,24.73,4.04,589.64,6815744,38388367
2025-06-07 14:00,99,53.84,1.0,447.18,14166261,1048576
2025-06-07 14:30,38,83.26,1.0,886.04,6239027,13746831
2025-06-07 15:00,86,95.0,13.27,509.93,26088570,20751319
2025-06-07 15:30,65,59.87,17.89,862.46,32075939,11219763
2025-06-07 16:00,98,34.64,13.0,261.88,37360762,29999759
2025-06-07 16:30,77,30.91,12.96,362.64,1048576,22229811
2025-06-07 17:00,26,67.97,8.48,524.36,15812526,30345789
2025-06-07 17:30,33,69.38,3.25,346.2,14522777,37633392
2025-06-07 18:00,30,17.9,8.73,505.51,1048576,30891048
2025-06-07 18:30,53,76.24,6.12,258.47,30953963,26770145
2025-06-07 19:00,56,26.48,2.22,437.72,25197281,3774873
2025-06-07 19:30,21,50.78,3.7,390.03,21244149,40307261
2025-06-07 20:00,11,94.54,2.0,454.55,12603883,15676211
2025-06-07 20:30,19,50.53,12.84,340.57,18937282,1048576
2025-06-07 21:00,27,95.0,6.96,313.61,27168604,51946455
2025-06-07 21:30,29,49.54,11.25,486.66,16315842,6312427
2025-06-07 22:00,8,50.52,13.38,389.24,20405288,1184890
2025-06-07 22:30,26,37.76,5.59,373.5,34183577,7067402
2025-06-07 23:00,41,59.8,1.0,574.01,14826864,21139292
2025-06-07 23:30,27,79.16,9.96,843.88,29590814,27944550
2025-06-08 00:00,30,53.63,1.0,338.51,48611983,10443816
2025-06-08 00:30,18,49.99,19.53,873.4,20824719,1048576
2025-06-08 01:00,10,50.04,12.27,360.2,6658457,1048576
2025-06-08 01:30,16,42.57,1.0,478.48,46147829,18738053
2025-06-08 02:00,41,26.49,13.07,575.29,1048576,32558284
2025-06-08 02:30,24,53.96,8.87,418.63,19167969,10705960
2025-06-08 03:00,21,27.91,7.9,714.06,26455572,13369344
2025-06-08 03:30,29,37.58,7.91,437.59,14900264,27116175
2025-06-08 04:00,15,47.81,1.0,447.58,30733762,10443816
2025-06-08 04:30,3,48.96,14.3,475.84,14344519,4068474
2025-06-08 05:00,15,60.21,7.71,130.84,23016243,36511416
2025-06-08 05:30,31,82.88,7.82,555.36,35106324,54075064
2025-06-08 06:00,6,31.59,12.58,520.39,16640901,12614369
2025-06-08 06:30,16,20.12,14.19,870.72,33271316,20300431
2025-06-08 07:00,17,37.76,2.7,628.95,30639390,22512926
2025-06-08 07:30,14,53.99,2.03,616.43,22271754,7895777
2025-06-08 08:00,23,67.92,4.91,599.93,16840130,19094568
2025-06-08 08:30,50,49.0,10.61,321.16,1048576,23089643
2025-06-08 09:00,80,42.09,1.0,713.93,30964449,4404019
2025-06-08 09:30,113,45.21,9.86,484.34,35441868,49125785
2025-06-08 10:00,70,45.85,4.3,410.54,27703377,14459863
2025-06-08 10:30,39,56.52,10.49,245.59,39929774,1048576
2025-06-08 11:00,66,52.87,9.55,559.45,28038922,28080865
2025-06-08 11:30,72,68.98,1.0,573.18,7266631,33124515
2025-06-08 12:00,37,45.42,6.24,837.01,11209277,31499223
2025-06-08 12:30,11,35.88,9.14,281.73,13725859,8042577
2025-06-08 13:00,47,18.23,15.82,689.32,10726932,28626124
2025-06-08 13:30,48,15.78,1.0,602.35,1048576,1310720
2025-06-08 14:00,92,38.46,2.66,682.39,48905584,39269171
2025-06-08 14:30,65,59.4,11.77,427.59,38912655,29821501
2025-06-08 15:00,53,42.29,9.84,693.34,14229176,3198156
2025-06-08 15:30,76,15.8,7.82,309.67,29601300,17962106
2025-06-08 16:00,53,46.48,12.5,501.79,42383441,19555942
2025-06-08 16:30,97,29.31,2.01,323.49,1048576,30261903
2025-06-08 17:00,29,63.34,9.92,809.41,48486154,13809745
2025-06-08 17:30,24,19.03,20.26,284.69,9919528,26560430
2025-06-08 18:00,33,54.56,7.28,600.48,42247127,9688842
2025-06-08 18:30,41,20.41,7.63,788.92,24935137,6616514
2025-06-08 19:00,8,11.97,9.95,241.38,41534095,57965281
2025-06-08 19:30,17,34.52,7.26,349.85,28898754,28112322
2025-06-08 20:00,18,26.82,1.0,365.66,23037214,20143144
2025-06-08 20:30,21,49.12,1.0,464.1,37507563,12572426
2025-06-08 21:00,54,51.93,11.57,694.01,18654167,39499857
2025-06-08 21:30,48,35.63,4.75,401.68,17259560,26854031
2025-06-08 22:00,16,74.99,1.0,593.43,1048576,34068234
2025-06-08 22:30,47,80.97,1.76,419.9,1048576,1048576
2025-06-08 23:00,53,91.32,15.65,836.27,1048576,1048576
2025-06-08 23:30,18,21.07,10.28,338.9,33460060,19063111
2025-06-09 00:00,19,68.36,5.25,677.84,28689039,1048576
2025-06-09 00:30,7,77.61,6.9,429.28,14365491,25176309
2025-06-09 01:00,32,39.84,11.98,541.39,4886364,48423239
2025-06-09 01:30,28,20.67,12.31,877.35,1048576,10842275
2025-06-09 02:00,5,65.9,6.18,343.47,24599592,5505024
2025-06-09 02:30,14,54.55,3.26,494.53,1048576,21265121
2025-06-09 03:00,37,52.12,13.83,485.35,35232153,7298088
2025-06-09 03:30,26,39.79,12.74,140.74,2558525,16231956
2025-06-09 04:00,19,64.06,16.08,500.47,17458790,1048576
2025-06-09 04:30,44,69.29,10.59,533.86,33187430,49293557
2025-06-09 05:00,41,68.73,11.28,272.71,10653532,41984983
2025-06-09 05:30,35,36.08,1.0,568.25,47972352,34644951
2025-06-09 06:00,45,33.9,12.35,546.73,24756879,38199623
2025-06-09 06:30,22,59.74,3.2,749.38,33386659,22754099
2025-06-09 07:00,3,31.71,7.44,480.56,28301066,27074232
2025-06-09 07:30,37,75.54,1.56,751.48,5221908,18224250
2025-06-09 08:00,20,67.37,2.17,516.74,3072327,10695475
2025-06-09 08:30,43,59.25,4.65,185.98,1048576,18329108
2025-06-09 09:00,95,35.26,5.14,513.02,4833935,30010245
2025-06-09 09:30,115,92.68,10.52,528.95,15518924,1048576
2025-06-09 10:00,61,51.95,13.71,491.8,12027166,13830717
2025-06-09 10:30,42,30.6,7.79,629.29,47248834,19230883
2025-06-09 11:00,61,39.55,1.0,728.64,44900024,10873733
2025-06-09 11:30,91,75.28,16.88,449.14,19566428,4529848
2025-06-09 12:00,19,48.07,2.06,973.2,6889144,1048576
2025-06-09 12:30,53,26.42,7.2,285.23,19209912,3743416
2025-06-09 13:00,38,27.4,6.56,564.16,35263610,18958254
2025-06-09 13:30,44,34.78,4.57,388.43,39248199,18045992
2025-06-09 14:00,52,31.44,6.01,466.85,1048576,18203279
2025-06-09 14:30,51,61.6,15.18,721.02,22177382,32400998
2025-06-09 15:00,70,70.83,20.37,410.39,38891683,12467568
2025-06-09 15:30,44,68.26,3.52,247.05,11555307,42372956
2025-06-09 16:00,78,52.01,1.0,557.73,1048576,25144852
2025-06-09 16:30,88,55.93,1.58,436.67,34089205,8493465
2025-06-09 17:00,21,65.13,1.0,457.87,35179724,21611151
2025-06-09 17:30,21,26.01,7.62,235.52,1048576,35274096
2025-06-09 18:00,21,49.73,2.47,347.44,25239224,43421532
